,x
4139,1808089
4140,1808236
4141,1808310
4142,1808330
4143,1808340
4144,1808390
4145,1808435
4146,1808581
4147,1808620
4148,1808645
4149,1808680
4150,1808795
4151,1808824
4152,1808830
4153,1808968
4154,1809120
4155,1809185
4156,1809199
4157,1809213
4158,1809249
4159,1809375
4160,1809443
4161,1809496
4162,1809503
4163,1809609
4164,1809705
4165,1809761
4166,1809786
4167,1809868
4168,1810004
4169,1810044
4170,1810066
4171,1810075
4172,1810097
4173,1810134
4174,1810200
4175,1810293
4176,1810360
4177,1810385
4178,1810444
4179,1810559
4180,1810640
4181,1810715
4182,1810777
4183,1810882
4184,1810900
4185,1810925
4186,1810937
4187,1810946
4188,1810966
4189,1811048
4190,1811064
4191,1811183
4192,1811305
4193,1811329
4194,1811340
4195,1811361
4196,1811397
4197,1811499
4198,1811552
4199,1811606
4200,1811706
4201,1811753
4202,1811756
4203,1812046
4204,1812051
4205,1812079
4206,1812081
4207,1812112
4208,1812223
4209,1812224
4210,1812395
4211,1812407
4212,1812422
4213,1812479
4214,1812581
4215,1812587
4216,1812628
4217,1812631
4218,1812661
4219,1812684
4220,1812694
4221,1812719
4222,1812766
4223,1812772
4224,1812891
4225,1812984
4226,1813096
4227,1813126
4228,1813140
4229,1813167
4230,1813251
4231,1813269
4232,1813324
4233,1813347
4234,1813359
4235,1813384
4236,1813401
4237,1813414
4238,1813450
4239,1813476
4240,1813482
4241,1813517
4242,1813558
4243,1813633
4244,1813659
4245,1813680
4246,1813735
4247,1813799
4248,1813808
4249,1813834
4250,1813859
4251,1813937
4252,1814028
4253,1814051
4254,1814054
4255,1814071
4256,1814188
4257,1814266
4258,1814280
4259,1814354
4260,1814406
4261,1814415
4262,1814507
4263,1814575
4264,1814736
4265,1814744
4266,1814755
4267,1814825
4268,1814887
4269,1814941
4270,1815017
4271,1815323
4272,1815340
4273,1815363
4274,1815435
4275,1815446
4276,1815472
4277,1815490
4278,1815505
4279,1815532
4280,1815533
4281,1815612
4282,1815656
4283,1815763
4284,1815782
4285,1815832
4286,1815917
4287,1815919
4288,1815938
4289,1816029
4290,1816070
4291,1816159
4292,1816226
4293,1816329
4294,1816333
4295,1816342
4296,1816365
4297,1816493
4298,1816788
4299,1816844
4300,1816873
4301,1817008
4302,1817152
4303,1817178
4304,1817292
4305,1817479
4306,1817490
4307,1817722
4308,1817860
4309,1817937
4310,1817999
4311,1818106
4312,1818293
4313,1818332
4314,1818354
4315,1818355
4316,1818407
4317,1818437
4318,1818445
4319,1818507
4320,1818513
4321,1818570
4322,1818598
4323,1818700
4324,1818703
4325,1818735
4326,1818980
4327,1818992
4328,1819005
4329,1819048
4330,1819049
4331,1819054
4332,1819055
4333,1819094
4334,1819294
4335,1819398
4336,1819472
4337,1819722
4338,1819740
4339,1819871
4340,1820000
4341,1820086
4342,1820164
4343,1820165
4344,1820205
4345,1820243
4346,1820410
4347,1820482
